rank_week_filename,url_link
WR 2019-04-16 (Week 16).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-04-16 (Week 16).xlsx
WR 2019-04-23 (Week 17).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-04-23 (Week 17).xlsx
WR 2019-04-30 (Week 18).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-04-30 (Week 18).xlsx
WR 2019-05-07 (Week 19).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-05-07 (Week 19).xlsx
WR 2019-05-14 (Week 20).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-05-14 (Week 20).xlsx
WR 2019-05-21 (Week 21).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-05-21 (Week 21).xlsx
WR 2019-05-28 (Week 22).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-05-28 (Week 22).xlsx
WR 2019-06- 04 (Week 23).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-06- 04 (Week 23).xlsx
WR 2019-06-11 (Week 24).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-06-11 (Week 24).xlsx
WR 2019-06-18 (Week 25).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-06-18 (Week 25).xlsx
WR 2019-06-25 (Week 26).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-06-25 (Week 26).xlsx
WR 2019-07-02 (Week 27).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-07-02 (Week 27).xlsx
WR 2019-07-09 (Week 28).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-07-09 (Week 28).xlsx
WR 2019-07-16 (Week 29).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-07-16 (Week 29).xlsx
WR 2019-07-23 (Week 30).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-07-23 (Week 30).xlsx
WR 2019-07-30 (Week 31).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-07-30 (Week 31).xlsx
WR 2019-08- 06 (Week 32).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-08- 06 (Week 32).xlsx
WR 2019-08-13 (Week 33).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-08-13 (Week 33).xlsx
WR 2019-08-20 (Week 34).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-08-20 (Week 34).xlsx
WR 2019-08-27 (Week 35).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-08-27 (Week 35).xlsx
WR 2019-09-03 (Week 36).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-09-03 (Week 36).xlsx
WR 2019-09-10 (Week 37).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-09-10 (Week 37).xlsx
WR 2019-09-17 (Week 38).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-09-17 (Week 38).xlsx
WR 2019-09-24 (Week 39).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-09-24 (Week 39).xlsx
WR 2019-10-01 (Week 40).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-10-01 (Week 40).xlsx
WR 2019-10-08 (Week 41).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-10-08 (Week 41).xlsx
WR 2019-10-15 (Week 42).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-10-15 (Week 42).xlsx
WR 2019-10-22 (Week 43).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-10-22 (Week 43).xlsx
WR 2019-10-29 (Week 44).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-10-29 (Week 44).xlsx
WR 2019-11-05 (Week 45).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-11-05 (Week 45).xlsx
WR 2019-11-12 (Week 46).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-11-12 (Week 46).xlsx
WR 2019-11-19 (Week 47).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-11-19 (Week 47).xlsx
WR 2019-11-26 (Week 48).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-11-26 (Week 48).xlsx
WR 2019-12-03 (Week 49).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-12-03 (Week 49).xlsx
WR 2019-12-10 (Week 50).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-12-10 (Week 50).xlsx
WR 2019-12-17 (Week 51).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-12-17 (Week 51).xlsx
WR 2019-12-24 (Week 52).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-12-24 (Week 52).xlsx
WR 2019-12-31 (Week 53).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/1989/WR 2019-12-31 (Week 53).xlsx
WR 2020-01-07 (Week 02).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/2577/WR 2020-01-07 (Week 02).xlsx
WR 2020-01-14 (Week 03).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/2577/WR 2020-01-14 (Week 03).xlsx
WR 2020-01-21 (Week 04).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/2577/WR 2020-01-21 (Week 04).xlsx
WR 2020-01-28 (Week 05).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/2577/WR 2020-01-28 (Week 05).xlsx
WR 2020-02-04 (Week 06).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/2577/WR 2020-02-04 (Week 06).xlsx
WR 2020-02-11 (Week 07).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/2577/WR 2020-02-11 (Week 07).xlsx
WR 2020-02-18 (Week 08) (U).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/2577/WR 2020-02-18 (Week 08) (U).xlsx
WR 2020-02-25 (Week 09).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/2577/WR 2020-02-25 (Week 09).xlsx
WR 2020-03-03 (Week 10).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/2577/WR 2020-03-03 (Week 10).xlsx
WR 2020-03-10 (Week 11).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/2577/WR 2020-03-10  (Week 11).xlsx
WR 2020-03-17 (Week 12).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/2577/WR 2020-03-17 (Week 12).xlsx
WR 2021-02-02 (Week-05).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-02-02 (Week-05).xlsx
WR 2021-02-09 (Week-06).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-02-09 (Week-06).xlsx
WR 2021-02-16 (Week-07).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-02-16 (Week-07).xlsx
WR 2021-02-23 (Week-08).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-02-23 (Week-08).xlsx
WR 2021-03-02 (Week-09).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-03-02 (Week-09).xlsx
WR 2021-03-09 (Week-10).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-03-09 (Week-10).xlsx
WR 2021-03-16 (Week-11).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-03-16 (Week-11).xlsx
WR 2021-03-23 (Week-12).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-03-23 (Week-12).xlsx
WR 2021-03-30 (Week-13).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-03-30 (Week-13).xlsx
WR 2021-04-06 (Week-14).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-04-06 (Week-14).xlsx
WR 2021-04-13 (Week-15).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-04-13 (Week-15).xlsx
WR 2021-04-20 (Week-16).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-04-20 (Week-16).xlsx
WR 2021-04-27 (Week-17).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-04-27 (Week-17).xlsx
WR 2021-05-04 (Week-18).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-05-04 (Week-18).xlsx
WR 2021-05-11 (Week-19).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-05-11 (Week-19).xlsx
WR 2021-05-18 (Week-20).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-05-18 (Week-20).xlsx
WR 2021-05-25 (Week-21).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-05-25 (Week-21).xlsx
WR 2021-06-01 (Week-22).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2101-06-01 (Week-22).xlsx
WR 2021-06-08 (Week-23).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-06-08 (Week-23).xlsx
WR 2021-06-15 (Week-24).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-06-15 (Week-24).xlsx
WR 2021-06-22 (Week-25).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-06-22 (Week-25).xlsx
WR 2021-06-29 (Week-26).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-06-29 (Week-26).xlsx
WR 2021-07-06 (Week-27).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-07-06 (Week-27).xlsx
WR 2021-07-13 (Week-28).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-07-13 (Week-28).xlsx
WR 2021-07-20 (Week-29).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-07-20 (Week-29).xlsx
WR 2021-07-27 (Week-30).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-07-27 (Week-30).xlsx
WR 2021-08-03 (Week-31).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-08-03 (Week-31).xlsx
WR 2021-08-10 (Week-32).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-08-10 (Week-32).xlsx
WR 2021-08-17 (Week-33).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-08-17 (Week-33).xlsx
WR 2021-08-24 (Week-34).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-08-24 (Week-34).xlsx
WR 2021-08-31 (Week-35).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-08-31 (Week-35).xlsx
WR 2021-09-07 (Week-36).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-09-07 (Week-36).xlsx
WR 2021-09-14 (Week-37).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-09-14 (Week-37).xlsx
WR 2021-09-21 (Week-38).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-09-21 (Week-38).xlsx
WR 2021-09-28 (Week-39).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-09-28 (Week-39).xlsx
WR 2021-10-05 (Week-40).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-10-05 (Week-40).xlsx
WR 2021-10-12 (Week-41).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-10-12 (Week-41).xlsx
WR 2021-10-19 (Week-42).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-10-19 (Week-42).xlsx
WR 2021-10-26 (Week-43).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-10-26 (Week-43).xlsx
WR 2021-11-02 (Week-44).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-11-02 (Week-44).xlsx
WR 2021-11-09 (Week-45).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-11-09 (Week-45).xlsx
WR 2021-11- 16 (Week-46).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-11- 16 (Week-46).xlsx
WR 2021-11-23 (Week-47).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-11-23 (Week-47).xlsx
WR 2021-11-30 (Week-48).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-11-30 (Week-48).xlsx
WR 2021-12-07 (Week-49).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-12-07 (Week-49).xlsx
WR 2021-12-14 (Week-50).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-12-14 (Week-50).xlsx
WR 2021-12-21 (Week-51).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-12-21 (Week-51).xlsx
WR 2021-12-28 (Week-52).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3139/WR 2021-12-28 (Week-52).xlsx
WR 2022-01-04 (Week-01).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-01-04 (Week-01).xlsx
WR 2022-01-11 (Week-02).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-01-11 (Week-02).xlsx
WR 2022-01-18 (Week-03).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-01-18 (Week-03).xlsx
WR 2022-01-25 (Week-04).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-01-25 (Week-04).xlsx
WR 2022-02-01 (Week-05).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-02-01 (Week-05).xlsx
WR 2022-02-08 (Week-06).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-02-08 (Week-06).xlsx
WR 2022-02-15 (Week-07).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-02-15 (Week-07).xlsx
WR 2022-02-22 (Week-08).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-02-22 (Week-08).xlsx
WR 2022-03-01 (Week-09).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-03-01 (Week-09).xlsx
WR 2022-03-08 (Week-10).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-03-08 (Week-10).xlsx
WR 2022-03-15 (Week-11).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-03-15 (Week-11).xlsx
WR 2022-03-22 (Week-12).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-03-22 (Week-12).xlsx
WR 2022-03-29 (Week-13).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-03-29 (Week-13).xlsx
WR 2022-04-05 (Week-14).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-04-05 (Week-14).xlsx
WR 2022-04-12 (Week-15).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-04-12 (Week-15).xlsx
WR 2022-04-19 (Week-16).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-04-19 (Week-16).xlsx
WR 2022-04-26 (Week-17).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-04-26 (Week-17).xlsx
WR 2022-05-03 (Week-18).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-05-03 (Week-18).xlsx
WR 2022-05-10 (Week-19).xlsx,https://extranet.bwfbadminton.com/docs/document-system/81/193/624/3552/WR 2022-05-10 (Week-19).xlsx
